2,32,5,-9,9,-4,33,18,-8,-9,3,-9,33,-17,-11,3,-2,-7,2,-36,-9,11,-10,8,-29,-22,6,12,0,10,-33,7,13,-2,4,2,-18,31,11,-10,6,1,10,27,-3,-11,1,-2,25,16,-6,-4,6,-3,24,-12,-10,5,-1,-1,8,-23,-3,8,-3,2,-8,-22,2,6,-4,0,-22,-9,6,3,0,3,-20,4,5,0,2,2,-18,11,4,-1,2,2,-8,20,3,-4,1,2,8,17,1,-4,-2,-2,17,9,-3,-5,-2,4,23,-3,-5,-3,1,1,12,-18,-8,2,2,4,-1,-23,-5,8,4,1,-21,-18,4,10,3,-5,-30,4,13,3,-3,-7,-16,27,11,-10,-7,-4,9,34,1,-16,-6,8,35,17,-13,-11,4,10,38,-20,-19,3,9,3,1,-40,-5,18,9,-5,-31,-23,12,13,-3,-12,-32,-5,12,5,-4,-7,0
36,-11,-17,-9,4,-15,17,-44,-18,5,-8,-15,-32,-34,0,20,-19,4,-45,4,12,11,-7,16,-26,38,18,-6,7,19,11,41,4,-11,17,3,37,15,-8,-9,12,-12,34,-15,-11,0,-1,-16,10,-32,-8,9,-12,-8,-19,-29,0,15,-14,1,-27,-8,11,4,-7,9,-20,12,8,-9,4,11,-10,24,2,-8,7,9,10,21,-7,-10,10,2,14,18,-8,-6,9,-1,20,2,-11,4,5,-6,14,-9,0,10,-2,-7,6,-15,10,7,-7,-5,-7,-17,10,3,-11,1,-13,-10,9,-12,-7,5,-18,0,-3,-12,-2,9,-16,11,-17,-9,5,10,-3,20,-18,7,12,2,17,21,-8,16,13,-10,26,5,13,20,2,-14,25,-21,23,0,-10,-12,1,-36,11,-24,-17,2,-34,-18,-14,-23,-6,17,-32,16,-22,2,10,14,-16,28,-16,10,16,4,0
37,-6,11,-1,6,-24,24,-36,6,-13,-16,-24,-7,-42,-8,-18,-27,-1,-36,-19,-18,-16,-22,22,-35,9,-23,1,3,27,-22,27,-17,25,20,19,0,39,2,23,26,6,21,27,23,16,21,-17,33,7,26,1,7,-26,26,-14,21,-14,-13,-21,18,-28,3,-23,-19,-11,-4,-30,-8,-23,-21,1,-20,-20,-21,-14,-13,16,-27,-5,-27,4,-2,20,-25,-2,-24,15,3,15,-18,18,-16,19,15,13,-7,22,7,25,14,1,4,21,21,17,11,-8,15,16,27,4,6,-11,20,4,23,-13,-1,-12,18,-3,10,-26,-6,-9,14,-15,-10,-30,-12,-4,4,-21,-20,-18,-11,1,-10,-22,-28,4,-7,7,-23,-17,-22,27,-2,12,-28,2,-1,29,5,10,-15,28,20,17,13,5,1,34,28,-3,13,-3,24,23,13,-24,8,-10,25,9,3,-25,-1,-9,0
-1,36,3,-9,-9,21,34,21,-11,-13,19,23,40,-13,-21,6,30,-1,9,-39,-11,17,15,-25,-23,-31,10,16,-12,-26,-37,-5,20,4,-23,-8,-33,22,11,-21,-21,13,1,35,-5,-23,1,27,26,26,-18,-16,15,23,34,3,-24,10,21,1,18,-22,-19,20,14,-19,-2,-32,0,27,3,-26,-17,-22,22,10,-13,-13,-31,-3,22,-10,-20,1,-24,6,21,-17,-16,7,-11,23,6,-26,-6,17,8,24,-16,-20,8,16,18,12,-27,-6,14,6,23,-1,-20,17,10,-2,16,-14,-1,22,8,-9,6,-20,19,21,1,-11,-9,-19,29,1,-10,-6,-23,-8,19,-22,-13,0,-23,7,-3,-32,-7,6,-14,22,-28,-18,0,10,5,22,-33,3,7,6,28,7,-10,27,12,-1,28,-20,16,22,13,-9,-1,-33,27,-4,-3,-12,-14,-23,18,-12,-6,-7,0
29,25,-14,7,24,-12,45,-9,-2,23,5,-30,20,-43,20,13,-24,-24,-22,-40,23,-4,-30,4,-47,-8,13,-23,-15,31,-38,22,-18,-27,9,31,-9,41,-31,-12,28,14,23,35,-26,17,29,-11,40,10,-7,25,13,-26,33,-17,19,26,-12,-27,14,-36,27,5,-22,-12,-11,-31,26,-18,-22,6,-31,-18,3,-29,-13,19,-30,6,-16,-30,4,21,-26,16,-24,-18,8,18,-6,29,-28,1,19,5,16,24,-21,18,17,-7,26,11,1,30,6,-18,25,-5,21,20,-6,-14,14,-21,29,3,-15,-9,0,-21,26,-19,-17,2,-11,-19,7,-33,-11,9,-23,-10,-21,-30,-4,17,-26,11,-33,-6,7,16,-12,30,-21,22,20,5,8,24,-2,30,11,-9,27,13,25,26,5,-16,28,-11,29,-10,-9,-10,4,-32,8,-25,-17,0,-8,-25,-2,-23,-11,6,0
23,-26,-13,4,8,20,-14,-42,-6,16,27,4,-41,-9,12,19,18,-22,-32,30,25,-5,-10,-32,0,40,6,-25,-27,-8,29,27,-11,-21,-24,14,46,-4,-17,0,-6,27,23,-32,-17,12,17,18,-6,-37,2,23,25,3,-31,-17,15,17,17,-17,-32,6,24,-3,2,-21,-17,30,13,-16,-17,-15,9,33,-1,-20,-24,1,26,17,-21,-13,-16,15,29,5,-24,-8,-8,17,24,-13,-23,11,6,17,7,-25,-7,23,15,8,-9,-20,13,26,17,-5,-21,-11,21,8,12,-11,-21,4,26,-12,-2,-15,-12,18,10,-27,-14,-10,-1,23,-17,-28,-15,-1,15,19,-32,-8,-12,12,26,2,-29,19,-2,19,24,-17,1,34,10,12,-2,-29,22,22,18,-3,-21,-18,37,-9,8,-13,-32,6,10,-31,-5,-15,-11,25,-18,-23,-15,-5,1,25,-26,-9,-15,3,0
-33,-7,-5,-9,14,12,-25,27,-17,3,23,-10,9,39,-9,14,5,-24,35,18,9,15,-15,-20,38,-14,17,-3,-26,1,12,-35,15,-17,-17,20,-18,-33,-3,-17,4,24,-33,-10,-16,-9,19,11,-30,14,-21,7,22,-6,-9,31,-11,18,12,-19,11,30,9,18,-3,-21,25,13,22,10,-14,-11,26,-12,21,-5,-19,4,12,-24,12,-15,-11,12,-1,-27,7,-20,-6,18,-14,-20,-11,-15,5,12,-23,-4,-19,-6,16,7,-18,8,-20,8,12,-3,-6,16,-10,22,6,-14,4,18,10,22,-1,-14,13,13,26,8,-9,-10,20,1,22,-10,-14,-1,19,-14,8,-25,-12,9,7,-24,-16,-25,-2,16,-16,-23,-27,-4,9,14,-24,-3,-23,16,16,1,-26,15,2,32,11,-10,3,28,25,11,-5,-16,22,19,25,-11,-15,-9,25,4,11,-17,-12,0,0
-31,-7,10,-13,-17,-12,-26,27,-9,-13,-21,10,10,41,-17,-1,-4,28,35,17,-12,18,19,17,33,-22,4,19,26,-6,10,-35,25,8,12,-21,-20,-31,18,-14,-8,-22,-37,-4,4,-22,-24,-11,-26,21,-14,-18,-20,11,-4,33,-19,0,-6,19,20,24,-16,13,10,18,32,3,-4,17,18,8,22,-17,16,17,16,-9,2,-26,23,4,4,-18,-8,-25,20,-4,-2,-16,-23,-9,12,-18,-15,-10,-24,4,-6,-23,-17,-1,-15,16,-19,-10,-11,9,-3,22,-26,11,-4,17,10,16,-14,25,6,13,19,4,6,22,14,5,19,-6,24,13,13,-3,9,-18,29,-10,4,-15,-8,-21,15,-23,-7,-15,-22,-11,-13,-29,-17,-6,-22,6,-33,-9,-13,9,-11,27,-23,22,-3,17,15,24,5,28,11,12,29,3,24,10,15,-2,24,-10,24,-4,11,-8,0
5,-33,7,-8,17,14,-26,-31,-3,-15,25,-7,-41,-2,-13,-10,12,-24,-31,23,-17,7,-9,-24,-10,42,-5,13,-22,-15,16,32,5,21,-21,5,36,16,17,8,-16,20,36,-12,17,-2,1,25,24,-27,16,-13,11,21,3,-30,1,-25,20,5,-20,-30,-9,-11,21,-6,-29,-12,-19,-8,11,-15,-26,7,-24,3,-2,-18,-20,19,-13,20,-11,-14,-9,24,-11,19,-15,-10,7,23,2,19,-17,1,16,16,15,15,-13,10,20,7,23,6,-7,14,20,-5,21,-7,-1,13,14,-13,14,-20,8,12,6,-22,-4,-22,16,6,-5,-23,-19,-15,14,-4,-13,-13,-28,-7,10,-12,-27,-9,-25,19,4,-17,-23,10,-9,29,-8,-17,-15,26,18,25,-17,-7,5,30,28,8,-14,7,23,15,24,-14,-7,15,29,-1,5,-25,3,12,21,-11,-4,-22,7,6,0
26,22,1,11,18,-7,41,-8,17,9,6,-23,15,-42,16,-9,-20,-23,-21,-40,-6,-16,-26,4,-43,-9,-18,-8,-13,25,-37,27,-14,3,5,27,-8,42,-6,24,25,12,24,31,10,17,21,-11,42,7,19,2,10,-22,29,-17,21,-11,-7,-17,8,-38,7,-21,-21,-9,-17,-26,-12,-27,-19,9,-33,-9,-19,-10,-10,19,-30,14,-23,8,3,21,-20,25,-17,14,11,16,-1,30,0,25,19,6,17,24,16,19,16,-8,26,6,24,4,7,-15,20,-9,22,-15,-5,-14,9,-23,9,-24,-13,-11,-3,-22,-15,-23,-15,0,-15,-16,-30,-8,-12,11,-20,-10,-29,20,-5,14,-23,15,-8,32,10,16,-7,27,22,27,18,2,16,25,33,2,17,-12,33,4,20,-27,-2,-18,26,-21,-9,-33,-15,-14,-4,-31,-26,-9,-16,5,-15,-25,-27,4,-12,9,0
-5,29,-8,6,10,-14,30,26,-1,13,-8,-23,38,-7,13,4,-23,-4,15,-34,15,-8,-16,16,-14,-34,1,-20,1,24,-35,-13,-14,-10,18,14,-31,15,-20,6,22,-5,-10,32,-9,17,12,-19,15,29,5,17,-4,-19,31,11,15,9,-16,-11,28,-14,18,-5,-17,5,11,-28,8,-17,-10,15,-10,-26,-6,-19,3,17,-25,-11,-18,-11,13,10,-27,-5,-20,0,14,6,-21,16,-16,14,16,-7,-5,24,-2,20,6,-13,11,18,13,17,-5,-12,21,9,20,4,-12,-9,19,-8,18,-10,-13,3,13,-16,6,-23,-11,9,-2,-18,-11,-22,-1,14,-13,-17,-24,-6,9,12,-22,-5,-24,16,16,4,-20,12,-4,28,12,-10,-6,25,20,20,3,-16,16,22,32,-4,-10,-12,28,1,12,-25,-16,2,18,-20,-14,-22,-8,11,5,-21,-17,-12,-1,11,0
-10,35,4,7,-14,-13,27,34,14,-2,-24,6,46,-7,11,-17,-9,27,22,-36,-14,-16,18,21,-14,-41,-20,-4,27,1,-41,-17,-12,14,19,-21,-38,19,6,19,-8,-25,-10,38,18,14,-21,-15,17,38,15,-7,-25,4,36,12,10,-20,-13,19,31,-15,-8,-20,7,21,15,-30,-19,-10,13,10,-14,-31,-22,7,20,-4,-29,-13,-9,20,12,-15,-28,0,-1,23,3,-16,-19,19,15,17,-10,-13,-2,31,20,2,-18,-7,14,20,22,-13,-15,4,22,3,5,-24,-6,15,22,-7,-18,-19,3,14,9,-18,-26,-5,11,8,-5,-21,-21,16,15,-1,-19,-19,2,29,11,-12,-26,2,22,22,-2,-17,-17,18,30,1,-13,-10,0,32,15,-22,-18,1,23,16,-10,-27,-7,15,32,-5,-31,-8,6,17,15,-29,-19,19,15,8,3,-27,-9,25,13,0,0
-13,-25,-5,-21,8,-6,-33,-3,-25,-10,-5,-11,-23,25,-21,16,-9,-4,2,34,-3,27,-4,5,24,16,20,17,7,14,25,-4,25,-5,14,2,14,-21,10,-22,11,-12,0,-30,-4,-21,-8,-7,-18,-14,-19,-8,-7,-3,-24,-1,-16,5,-2,4,-13,14,-8,16,-5,2,-3,20,6,11,4,-4,9,14,9,5,-7,2,15,6,11,-1,-3,4,10,3,7,-6,2,3,13,-4,2,-5,4,5,5,-5,-3,-5,12,0,6,-15,-1,-1,7,-2,0,-15,-1,-2,-2,-17,-23,-15,-9,-9,-6,-10,-25,1,-9,-2,-17,-1,-19,22,-11,8,-15,15,-5,37,-5,14,5,22,29,34,13,17,28,6,45,-4,21,-3,20,-11,28,-34,12,-14,5,-25,-14,-51,-9,-25,-24,-18,-48,-21,-20,-9,-20,11,-45,25,-19,10,-5,24,-21,32,-7,13,6,23,1
-17,-3,29,22,8,24,-14,16,45,-10,28,11,9,27,18,-35,22,-17,24,8,-14,-40,3,-27,25,-15,-38,-17,-18,-23,7,-30,-37,17,-32,0,-15,-21,-20,33,-22,14,-30,-8,11,37,-2,26,-26,14,29,23,11,21,-4,31,38,0,24,7,15,28,27,-26,25,-11,28,13,3,-30,8,-18,29,-10,-14,-26,-2,-18,19,-25,-29,-9,-17,-13,6,-27,-30,0,-19,-7,-16,-27,-22,16,-18,5,-25,-13,-7,28,-14,13,-31,7,7,21,-1,17,-19,27,17,12,11,16,5,34,22,4,16,9,29,25,18,-7,19,-4,40,6,9,-16,11,-16,31,-23,-3,-23,-1,-23,7,-43,-13,-20,-13,-18,-30,-36,-25,-7,-23,-1,-45,-2,-25,12,-18,13,-38,33,-10,23,0,19,8,45,15,31,15,19,34,24,25,6,17,-3,33,-1,30,-9,17,-9,1
-30,-12,16,9,-17,-16,-31,20,20,-12,-25,8,0,37,2,-27,-7,27,30,24,-20,-16,17,24,36,-6,-27,8,28,2,18,-30,-13,27,18,-21,-5,-31,14,31,-3,-26,-26,-18,30,12,-22,-16,-30,3,29,-17,-23,4,-19,22,6,-32,-12,18,3,28,-15,-28,4,22,19,18,-30,-8,16,11,24,1,-27,16,18,-3,16,-15,-11,31,11,-15,12,-21,5,29,5,-17,-4,-24,26,18,-7,-16,-14,-15,34,-5,-14,-6,-23,2,18,-20,-15,4,-15,14,-2,-25,-8,11,-8,22,-23,-16,0,12,9,20,-29,3,9,7,22,14,-20,21,12,4,26,-5,0,29,10,-5,20,-25,26,21,6,-13,-8,-30,30,-5,-7,-11,-31,-16,14,-25,-15,-4,-34,14,-12,-27,-13,9,-9,34,-28,-4,-1,13,22,25,-16,15,11,9,29,12,-6,20,12,3,1
-32,-8,9,-16,-6,6,-29,25,-10,-19,7,9,7,41,-25,-4,14,4,36,18,-15,17,11,-9,38,-16,4,23,-4,-11,12,-34,18,9,-16,-3,-19,-32,20,-12,-11,11,-37,-8,6,-19,-2,13,-30,19,-10,-16,11,8,-7,37,-18,-7,10,-1,18,30,-16,9,10,-10,30,6,-3,15,0,-14,25,-15,8,12,-12,-12,9,-30,14,6,-15,1,-2,-25,11,-1,-16,6,-20,-15,7,-9,-7,13,-23,1,-1,-12,5,17,-19,14,-7,-8,16,7,-8,21,-12,-3,20,-7,10,22,-10,4,9,-17,24,7,-4,12,-7,-18,27,-10,4,13,-18,-9,15,-27,12,9,-21,7,-8,-32,15,-3,-11,24,-31,-18,10,-15,16,24,-35,14,-5,-17,29,2,-12,40,-20,-5,18,-25,29,29,-14,12,-8,-21,36,-1,1,14,-22,-7,29,-18,7,14,-19,4,0
-28,17,6,1,2,17,4,40,9,-12,23,9,37,20,-7,-11,18,-17,40,-16,-11,6,-3,-21,3,-39,-6,14,-21,-6,-28,-30,10,12,-20,11,-41,1,17,0,-3,22,-28,29,10,-12,11,15,7,36,-1,-21,22,-1,32,18,-14,-7,10,-15,33,-10,-17,7,-4,-17,15,-32,-6,17,-14,-9,-11,-29,9,16,-13,5,-25,-14,22,3,-5,12,-28,-1,21,-2,-1,11,-22,21,7,-15,7,10,-1,28,-7,-19,12,2,18,15,-19,-9,7,-8,21,-1,-19,6,-1,-7,17,-14,-6,19,-5,-8,2,-22,6,20,-11,-2,-14,-20,20,5,-11,5,-26,-8,17,-14,-5,11,-22,17,2,-23,6,11,-4,30,-19,-16,15,3,21,23,-23,6,10,-9,33,-7,-6,25,-1,-17,16,-32,16,19,-15,-9,-18,-28,21,-6,-14,7,-27,-14,14,-12,-10,12,0
2,-33,0,-8,-6,15,-28,-31,-6,-7,9,19,-40,-2,-11,2,21,5,-33,22,-10,7,19,-7,-10,40,-5,13,9,-21,12,40,10,13,-4,-22,30,24,12,4,-13,-15,41,5,12,-5,-19,-5,31,-18,13,-9,-16,8,20,-32,3,-17,-12,16,-3,-38,-5,-13,-1,19,-19,-28,-12,-10,9,16,-26,-12,-17,-4,13,5,-26,1,-22,8,14,-3,-27,8,-13,12,12,-5,-18,16,-6,21,6,-10,-7,24,4,18,3,-10,6,21,14,10,-4,-8,15,17,19,3,-6,-6,17,8,19,-6,-7,-2,22,2,9,-13,-8,-3,20,-7,-1,-20,-5,2,16,-18,-9,-16,-6,6,8,-26,-18,-10,-5,9,-8,-24,-20,3,3,10,-26,-20,-13,17,10,10,-32,1,-1,21,13,2,-26,22,15,14,9,-9,-6,32,21,2,3,-12,7,26,16,-5,-3,-10,0
-17,31,7,4,12,14,21,34,12,-2,24,-4,41,8,2,-15,12,-22,30,-26,-11,-12,-12,-21,4,-39,-19,1,-23,-8,-27,-28,-14,15,-21,14,-39,-4,1,20,-7,21,-29,22,17,13,11,20,-7,35,19,-3,19,5,14,30,14,-19,16,-8,31,10,-1,-21,7,-17,27,-14,-13,-16,-9,-16,13,-24,-23,0,-14,-5,-6,-28,-18,17,-16,5,-14,-23,-7,19,-10,8,-25,-8,4,22,-2,11,-23,6,21,13,5,10,-11,21,22,-4,12,3,2,22,14,-16,9,-3,15,18,-1,-19,9,-5,19,4,-14,-18,0,-9,21,-6,-26,-2,-4,-9,16,-20,-21,16,-8,-5,-2,-26,-4,28,-10,2,-23,-16,15,14,-6,9,-28,-1,31,3,3,9,-19,21,18,-20,10,5,6,34,-6,-24,13,1,23,16,-19,-9,4,-8,25,4,-18,-2,1,-10,0
-1,-38,10,2,-9,21,-39,-25,10,-13,16,24,-40,22,-3,-20,30,-5,-5,44,-22,-8,13,-26,32,30,-16,15,-15,-24,40,-6,-3,27,-28,-3,26,-31,22,17,-21,17,-7,-40,24,-5,-1,26,-33,-19,12,-19,19,16,-33,7,-9,-25,21,-4,-17,28,-23,-9,11,-17,10,35,-20,9,-3,-21,27,15,-10,26,-17,-11,33,-6,14,22,-21,1,22,-17,17,18,-17,9,2,-24,27,1,-3,15,-16,-22,13,-19,11,14,-24,-7,-5,-24,14,4,-21,10,-20,-16,12,-5,-12,21,-24,4,9,-10,6,24,-16,20,-5,-15,21,11,-1,24,-14,-8,31,-3,24,13,-17,0,17,-22,32,-5,-10,16,-4,-28,17,-27,3,17,-26,-17,-14,-28,16,8,-35,14,-30,-2,19,-7,-9,36,-18,24,4,-20,23,30,12,26,-13,-13,27,11,18,17,-14,-4,0
35,1,11,5,-7,19,30,-31,11,-16,13,20,-12,-44,-4,-20,29,0,-39,-20,-16,-11,19,-18,-40,16,-23,6,-3,-27,-15,39,-9,21,-22,-13,19,37,11,21,-28,7,35,14,23,8,-12,22,34,-14,25,-8,5,23,18,-29,8,-25,17,11,-9,-32,-10,-25,22,-5,-28,-13,-18,-14,11,-17,-32,7,-21,10,-4,-21,-19,23,-16,19,-12,-15,-8,27,-2,21,-16,-6,7,27,16,21,-15,3,19,16,23,9,-10,8,24,-3,22,-10,1,16,18,-14,11,-22,8,10,5,-22,-6,-24,14,5,-10,-21,-19,-13,13,-6,-21,-15,-27,7,9,-12,-24,0,-16,24,-1,-14,-21,21,3,33,-14,-13,-3,31,28,18,-17,0,23,22,31,-9,-14,14,33,-5,14,-26,6,20,18,-30,-16,-24,18,10,-8,-35,-26,-2,16,-4,-18,-21,-24,7,8,-12,0
